"a","Backspace",,,"1601700848720","sortbyHeights.py"
"e","d","","0","1601700848783","sortbyHeights.py"
"a","Backspace",,,"1601700848971","sortbyHeights.py"
"e","","d","0","1601700848988","sortbyHeights.py"
"a","Paste",,,"1601700849870","sortbyHeights.py"
"p","def test_checkForOldParents(self):
        """"""Test cases for checking parents are old or not US12""""""
        f = open(""Output.txt"", ""a+"")
        fam: Dict = {'F23':
                   {'fam': 'F23', 'MARR': '14 FEB 1980', 'HUSB': 'I01', 'WIFE': 'I07', 'CHIL': ['I19', 'I26', 'I30']},
               'F16': {'fam': 'F16', 'MARR': '12 DEC 2007'}}
        fam2: Dict = {'F23': {'fam': 'F23', 'MARR': '14 FEB 1980', 'HUSB': 'I01', 'WIFE': 'I07', 'CHIL': ['I19']}}

        ind1: Dict = {'I01': {'id': 'I01', 'name': 'Joe /Smith/', 'BIRT': '15 JUL 1900', 'sex': 'M', 'family': 'F23',
                        'DEAT': '31 DEC 2013'},
                'I07': {'id': 'I07', 'name': 'Jennifer /Smith/', 'BIRT': '23 SEP 1902', 'sex': 'F', 'family': 'F23',
                        'DEAT': '31 DEC 2013'},
                'I19': {'id': 'I19', 'name': 'Dick /Smith/', 'BIRT': '13 FEB 1999', 'sex': 'M', 'family': 'F23',
                        'DEAT': '31 DEC 2013'}}

        ind2: Dict = {'I01': {'id': 'I01', 'name': 'Joe /Smith/', 'BIRT': '15 JUL 1960', 'sex': 'M', 'family': 'F23',
                         'DEAT': '31 DEC 2013'},
                 'I07': {'id': 'I07', 'name': 'Jennifer /Smith/', 'BIRT': '23 SEP 1960', 'sex': 'F', 'family': 'F23'},
                 'I19': {'id': 'I19', 'name': 'Dick /Smith/', 'BIRT': '13 FEB 1981', 'sex': 'M', 'family': 'F23'},
                 'I26': {'id': 'I26', 'name': 'Jane /Smith/', 'BIRT': '13 FEB 1981', 'sex': 'F', 'family': 'F23'},
                 'I30': {'id': 'I30', 'name': 'Mary /Test/', 'BIRT': '13 FEB 1981', 'sex': 'F', 'family': 'F23'},
                 'I32': {'id': 'I32', 'name': 'Nick /Tary/', 'BIRT': '13 FEB 1981', 'sex': 'M', 'family': 'F23'},
                 'I44': {'id': 'I44', 'name': 'Cersi /Lanister/', 'BIRT': '13 FEB 1981', 'sex': 'F', 'family': 'F23'}}
        
        self.assertTrue(us.checkForOldParents(fam, ind2, f))
        self.assertFalse(us.checkForOldParents(fam2, ind1, f))",,"0","1601700849883","sortbyHeights.py"
"e","def test_checkForOldParents(self):
    """"""Test cases for checking parents are old or not US12""""""
    f = open(""Output.txt"", ""a+"")
    fam: Dict = {'F23':
               {'fam': 'F23', 'MARR': '14 FEB 1980', 'HUSB': 'I01', 'WIFE': 'I07', 'CHIL': ['I19', 'I26', 'I30']},
           'F16': {'fam': 'F16', 'MARR': '12 DEC 2007'}}
    fam2: Dict = {'F23': {'fam': 'F23', 'MARR': '14 FEB 1980', 'HUSB': 'I01', 'WIFE': 'I07', 'CHIL': ['I19']}}

    ind1: Dict = {'I01': {'id': 'I01', 'name': 'Joe /Smith/', 'BIRT': '15 JUL 1900', 'sex': 'M', 'family': 'F23',
                    'DEAT': '31 DEC 2013'},
            'I07': {'id': 'I07', 'name': 'Jennifer /Smith/', 'BIRT': '23 SEP 1902', 'sex': 'F', 'family': 'F23',
                    'DEAT': '31 DEC 2013'},
            'I19': {'id': 'I19', 'name': 'Dick /Smith/', 'BIRT': '13 FEB 1999', 'sex': 'M', 'family': 'F23',
                    'DEAT': '31 DEC 2013'}}

    ind2: Dict = {'I01': {'id': 'I01', 'name': 'Joe /Smith/', 'BIRT': '15 JUL 1960', 'sex': 'M', 'family': 'F23',
                     'DEAT': '31 DEC 2013'},
             'I07': {'id': 'I07', 'name': 'Jennifer /Smith/', 'BIRT': '23 SEP 1960', 'sex': 'F', 'family': 'F23'},
             'I19': {'id': 'I19', 'name': 'Dick /Smith/', 'BIRT': '13 FEB 1981', 'sex': 'M', 'family': 'F23'},
             'I26': {'id': 'I26', 'name': 'Jane /Smith/', 'BIRT': '13 FEB 1981', 'sex': 'F', 'family': 'F23'},
             'I30': {'id': 'I30', 'name': 'Mary /Test/', 'BIRT': '13 FEB 1981', 'sex': 'F', 'family': 'F23'},
             'I32': {'id': 'I32', 'name': 'Nick /Tary/', 'BIRT': '13 FEB 1981', 'sex': 'M', 'family': 'F23'},
             'I44': {'id': 'I44', 'name': 'Cersi /Lanister/', 'BIRT': '13 FEB 1981', 'sex': 'F', 'family': 'F23'}}

    self.assertTrue(us.checkForOldParents(fam, ind2, f))
    self.assertFalse(us.checkForOldParents(fam2, ind1, f))","","0","1601700849915","sortbyHeights.py"
"e","      ","","169","1601700849993","sortbyHeights.py"
"e","      ","","286","1601700849997","sortbyHeights.py"
"e","      ","","584","1601700850001","sortbyHeights.py"
"e","      ","","626","1601700850005","sortbyHeights.py"
"e","      ","","753","1601700850009","sortbyHeights.py"
"e","      ","","795","1601700850012","sortbyHeights.py"
"e","      ","","918","1601700850016","sortbyHeights.py"
"e","     ","","1084","1601700850020","sortbyHeights.py"
"e","     ","","1126","1601700850023","sortbyHeights.py"
"e","     ","","1246","1601700850027","sortbyHeights.py"
"e","     ","","1362","1601700850031","sortbyHeights.py"
"e","     ","","1478","1601700850035","sortbyHeights.py"
"e","     ","","1593","1601700850039","sortbyHeights.py"
"e","     ","","1708","1601700850042","sortbyHeights.py"
"a","EditorChange",,,"1601700852121","sortbyHeights.py"
"a","Enter",,,"1601700868187","sortbyHeights.py"
"e","
    ","","1931","1601700868275","sortbyHeights.py"
"a","Enter",,,"1601700868372","sortbyHeights.py"
"e","
    ","","1936","1601700868379","sortbyHeights.py"
"a","Enter",,,"1601700868746","sortbyHeights.py"
"e","
    ","","1941","1601700868750","sortbyHeights.py"
"a","Backspace",,,"1601700869090","sortbyHeights.py"
"e",""," ","1945","1601700869097","sortbyHeights.py"
"e","","   ","1942","1601700869103","sortbyHeights.py"
"a","Backspace",,,"1601700869260","sortbyHeights.py"
"e","","
","1941","1601700869265","sortbyHeights.py"
"a","Backspace",,,"1601700870259","sortbyHeights.py"
"e",""," ","1940","1601700870265","sortbyHeights.py"
"e","","   ","1937","1601700870271","sortbyHeights.py"
"a","Enter",,,"1601700870591","sortbyHeights.py"
"e","
","","1937","1601700870601","sortbyHeights.py"
"a","Enter",,,"1601700870770","sortbyHeights.py"
"e","
","","1938","1601700870774","sortbyHeights.py"
"a","Paste",,,"1601700871787","sortbyHeights.py"
"p","def checkBigamy(family: Dict):
    """"""Method that checks bigamy in the given gedcom data if yes then it pops and update data with no bigamy""""""
    for f in family:
        if 'HUSB' in family[f]:
            hus_id = family[f]['HUSB']
            if 'WIFE' in family[f]:
                wife_id = family[f]['WIFE']

        wife_count = 0
        husb_count = 0

        for f in family:
            if 'HUSB' in family[f]:
                hus_id2: List = family[f]['HUSB']
                if hus_id == hus_id2:
                    husb_count += 1
                if 'WIFE' in family[f]:
                    wife_id2: List = family[f]['WIFE']
                    if wife_id == wife_id2:
                        wife_count += 1
            else:
                continue


def getAge(born):
    """"""returns age of individual""""""
    born = datetime.strptime(born, '%d %b %Y')
    today = datetime.today()
    return today.year - born.year - ((today.month, today.day) < (born.month, born.day))


def checkForOldParents(fam: Dict, ind: Dict, file: TextIO):
    """"""check the age of individuals and return boolean value if there are old parents in given data false otherwise""""""
    result: bool = True
    for f in fam:
        if ""CHIL"" in fam[f]:
            wife: str = ""0""
            husb: str = ""0""
            if ""HUSB"" in fam[f]:
                husb: str = fam[f][""HUSB""]
            if ""WIFE"" in fam[f]:
                wife:str = fam[f][""WIFE""]
            wifeAge: int = 0
            husbAge: int = 0
            if wife in ind and ""BIRT"" in ind[wife]:
                wifeAge: Union[int, bool] = getAge(ind[wife][""BIRT""])
            if husb in ind and ""BIRT"" in ind[husb]:
                husbAge: Union[int, bool] = getAge(ind[husb][""BIRT""])
            for c in fam[f][""CHIL""]:
                childAge: int = 0
                if ""BIRT"" in ind[c]:
                    childAge: Union[int, bool] = getAge(ind[c][""BIRT""])
                if wifeAge - childAge > 60:  # throw wife error
                    file.write(
                        ""ERROR US12: Mother "" + wife + "" is older than their child, "" + c + "" by over 60 years\n"")
                    result: bool = False
                if husbAge - childAge > 80:  # throw husb error
                    file.write(
                        ""ERROR US12: Father "" + husb + "" is older than their child, "" + c + "" by over 80 years\n"")
                    result: bool = False
    return result
",,"1939","1601700871789","sortbyHeights.py"
"e","def checkBigamy(family: Dict):
    """"""Method that checks bigamy in the given gedcom data if yes then it pops and update data with no bigamy""""""
    for f in family:
        if 'HUSB' in family[f]:
            hus_id = family[f]['HUSB']
            if 'WIFE' in family[f]:
                wife_id = family[f]['WIFE']

        wife_count = 0
        husb_count = 0

        for f in family:
            if 'HUSB' in family[f]:
                hus_id2: List = family[f]['HUSB']
                if hus_id == hus_id2:
                    husb_count += 1
                if 'WIFE' in family[f]:
                    wife_id2: List = family[f]['WIFE']
                    if wife_id == wife_id2:
                        wife_count += 1
            else:
                continue


def getAge(born):
    """"""returns age of individual""""""
    born = datetime.strptime(born, '%d %b %Y')
    today = datetime.today()
    return today.year - born.year - ((today.month, today.day) < (born.month, born.day))


def checkForOldParents(fam: Dict, ind: Dict, file: TextIO):
    """"""check the age of individuals and return boolean value if there are old parents in given data false otherwise""""""
    result: bool = True
    for f in fam:
        if ""CHIL"" in fam[f]:
            wife: str = ""0""
            husb: str = ""0""
            if ""HUSB"" in fam[f]:
                husb: str = fam[f][""HUSB""]
            if ""WIFE"" in fam[f]:
                wife:str = fam[f][""WIFE""]
            wifeAge: int = 0
            husbAge: int = 0
            if wife in ind and ""BIRT"" in ind[wife]:
                wifeAge: Union[int, bool] = getAge(ind[wife][""BIRT""])
            if husb in ind and ""BIRT"" in ind[husb]:
                husbAge: Union[int, bool] = getAge(ind[husb][""BIRT""])
            for c in fam[f][""CHIL""]:
                childAge: int = 0
                if ""BIRT"" in ind[c]:
                    childAge: Union[int, bool] = getAge(ind[c][""BIRT""])
                if wifeAge - childAge > 60:  # throw wife error
                    file.write(
                        ""ERROR US12: Mother "" + wife + "" is older than their child, "" + c + "" by over 60 years\n"")
                    result: bool = False
                if husbAge - childAge > 80:  # throw husb error
                    file.write(
                        ""ERROR US12: Father "" + husb + "" is older than their child, "" + c + "" by over 80 years\n"")
                    result: bool = False
    return result
","","1939","1601700871804","sortbyHeights.py"
"a","EditorChange",,,"1601700874674","sortbyHeights.py"
"a","EditorChange",,,"1601700877114","sortbyHeights.py"
